OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM
1209,1926,CA,USF,ENF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,549.94519043,,1,000039C4
1210,1926,CA,USF,ENF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,34.45178986,,1,000028C1
1211,1926,CA,USF,ENF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,19.68432808,,1,000054C7
1212,1928,CA,USF,SRF,SLATE CREEK,00000000,1928/08/30 00:00:00+00,1970/01/01 00:00:00+00,5,,,1141.09667969,,1,00200215
1213,1928,CA,USF,SRF,BIG ROCK,00000000,1928/08/01 00:00:00+00,1970/01/01 00:00:00+00,5,,,104.98105621,,1,00200199
1214,1928,CA,USF,SRF,BLACK MOUNTAIN,00000000,1928/08/27 00:00:00+00,1970/01/01 00:00:00+00,5,,,206.56863403,,1,00200214
1215,1928,CA,USF,SRF,CAMP CREEK,00000000,1928/07/13 00:00:00+00,1970/01/01 00:00:00+00,5,,,51.8119545,,1,00200196
1216,1928,CA,USF,SRF,CAMP CREEK #2,00000000,1928/07/23 00:00:00+00,1970/01/01 00:00:00+00,5,,,190.58969116,,1,00200197
1217,1928,CA,USF,MNF,KIBBY PEAK,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,2,,,3287.9921875,,1,00000027
1218,1929,CA,CCO,LAC,FORD NO. 125,00000000,1929/10/21 00:00:00+00,1970/01/01 00:00:00+00,14,,,197.18504333,,1,00000000
1219,1929,CA,CCO,LAC,GRIFFITH PARK 113A,00000000,1929/12/20 00:00:00+00,1970/01/01 00:00:00+00,14,,,451.8104248,,1,00000000
1220,1929,CA,CCO,LAC,COLDWATER CYN NO. 48,00000000,1929/08/07 00:00:00+00,1970/01/01 00:00:00+00,14,,,211.75042725,,1,00000000
1221,1929,CA,CCO,LAC,BOWMAN RANCH NO. 88,00000000,1929/09/06 00:00:00+00,1970/01/01 00:00:00+00,14,,,318.48373413,,1,00000000
1222,1929,CA,CCO,LAC, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,295.65374756,,1,00000000
1223,1929,CA,CCO,LAC,SHEEP 18,00000000,1929/12/24 00:00:00+00,1970/01/01 00:00:00+00,14,,,105.41041565,,1,00000000
1224,1929,CA,CCO,LAC,WORKMAN NO. 89,00000000,1929/08/05 00:00:00+00,1970/01/01 00:00:00+00,14,,,306.88821411,,1,00000000
1225,1929,CA,CCO,LAC,KELLY NO. 41,00000000,1929/06/18 00:00:00+00,1970/01/01 00:00:00+00,14,,,1346.53137207,,1,00000000
1226,1926,CA,CCO,LAC,GOVERNMENT FIRE,00000000,1926/07/03 00:00:00+00,1970/01/01 00:00:00+00,14,,,282.78338623,,1,00000000
1227,1926,CA,USF,SQF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,60.54872894,,1,00000096
1228,1926,CA,USF,SQF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,396.15930176,,1,00000119
1229,1926,CA,USF,SQF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,1552.75598145,,1,00000117
1230,1926,CA,USF,SQF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1,,,5956.83056641,,1,00000066
1231,1926,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,3393.44189453,,1,00000012
1232,1926,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,63.18006897,,1,00000062
1233,1926,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,298.48208618,,1,00000053
1234,1926,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,66.30151367,,1,00000056
1235,1926,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,592.54217529,,1,00000051
1236,1926,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,97.75202179,,1,00000058
1237,1926,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,10370.99511719,,1,00000067
1238,1927,CA,CCO,LAC,INKER RANCH,00000000,1927/11/02 00:00:00+00,1970/01/01 00:00:00+00,14,,,87.46025848,,1,00000000
1239,1927,CA,USF,LPF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,3360.25439453,,1,00000205
1240,1927,CA,USF,LPF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,654.8460083,,1,00000207
1241,1927,CA,CCO,LAC,SANTASUSANA-VENT. 18,00000000,1927/07/18 00:00:00+00,1970/01/01 00:00:00+00,14,,,649.16375732,,1,00000000
1242,1927,CA,USF,LPF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,213.2026062,,1,00000005
1243,1927,CA,USF,LPF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,7557.1796875,,1,00000003
1244,1927,CA,USF,LPF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,284.96615601,,1,00000002
1245,1927,CA,USF,LPF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,741.01940918,,1,00000011
1246,1927,CA,CCO,LAC, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,92.92951202,,1,00000000
1247,1936,CA,USF,SRF,N/A,00000000,1936/08/29 00:00:00+00,1970/01/01 00:00:00+00,9,,,4.97854233,,1,00000215
1248,1936,CA,USF,SRF,N/A,00000000,1936/09/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,4.97858667,,1,00000216
1249,1936,CA,USF,SRF,N/A,00000000,1936/09/08 00:00:00+00,1970/01/01 00:00:00+00,3,,,4.97858906,,1,00000217
1250,1936,CA,USF,SRF,N/A,00000000,1936/09/15 00:00:00+00,1970/01/01 00:00:00+00,3,,,4.97851419,,1,00000218
1251,1936,CA,USF,SRF,N/A,00000000,1936/10/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,4.97825146,,1,00000221
1252,1936,CA,USF,SRF,RENFROE,00000000,1936/09/24 00:00:00+00,1970/01/01 00:00:00+00,5,,,369.04727173,,1,00400574
1253,1933,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,55.76222992,,1,00000024
1254,1933,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,70.07962036,,1,00000022
1255,1933,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,542.49169922,,1,00000026
1256,1933,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,1749.45214844,,1,00000019
1257,1933,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,69.26013184,,1,00000018
1258,1933,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,1402.78613281,,1,00000020
1259,1933,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,46.62281799,,1,00000025
1260,1933,CA,USF,BDF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,880.59344482,,1,00000000
1261,1933,CA,USF,BDF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,120.06600189,,1,00000000
1262,1933,CA,CDF,RRU, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,2239.71655273,,1,00000000
1263,1933,CA,USF,BDF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,80.77059174,,1,00000000
1264,1964,CA,USF,BDF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,239.56825256,,1,00000000
1265,1968,CA,CDF,MVU,HARRIS SPUR,00000000,1968/09/25 00:00:00+00,1970/01/01 00:00:00+00,9,,,1259.56774902,,1,00000483
1266,1968,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,832.80200195,,1,00000014
1267,1968,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,232.87890625,,1,00000013
1268,1968,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,401.01287842,,1,00000015
1269,1968,CA,USF,TOI, ,00000000,1968/07/23 00:00:00+00,1970/01/01 00:00:00+00,8,,,38.60962677,,1,00000045
1270,1951,CA,CDF,LNU,RICHARD A. KANT,00000000,1951/09/09 00:00:00+00,1970/01/01 00:00:00+00,14,,,6202.44433594,,1,00000070
1271,1951,CA,CDF,LNU,ROUTAN CREEK,00000000,1951/09/11 00:00:00+00,1970/01/01 00:00:00+00,14,,,948.94458008,,1,00000136
1272,1951,CA,CDF,LNU,RUPPERT RIDGE,00000000,1951/08/19 00:00:00+00,1970/01/01 00:00:00+00,14,,,417.84213257,,1,00000012
1273,1951,CA,CDF,TCU,SIERRA RAILROAD,00000000,1951/08/13 00:00:00+00,1970/01/01 00:00:00+00,14,,,643.32659912,,1,00000062
1274,1951,CA,CDF,SCU,SMITHS RIDGE,00000000,1951/06/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,4417.00341797,,1,00000002
1275,1951,CA,CDF,HUU,THREE CREEKS,00000000,1951/08/18 00:00:00+00,1970/01/01 00:00:00+00,14,,,3093.61889648,,1,00000000
1276,1928,CA,CCO,LAC,LAS FLORES NO. 59,00000000,1928/11/17 00:00:00+00,1970/01/01 00:00:00+00,14,,,273.78573608,,1,00000000
1277,1928,CA,CCO,LAC,CARMICHEAL RANCH #14,00000000,1928/05/26 00:00:00+00,1970/01/01 00:00:00+00,14,,,1542.9362793,,1,00000000
1278,1928,CA,CCO,LAC,RIDGE ROUTE NO. 60,00000000,1928/07/06 00:00:00+00,1970/01/01 00:00:00+00,14,,,741.70367432,,1,00000000
1279,1928,CA,CCO,LAC,OAKLAND RIDGE RTE 62,00000000,1928/07/08 00:00:00+00,1970/01/01 00:00:00+00,14,,,1002.88946533,,1,00000000
1280,1928,CA,CCO,LAC, ,00000000,1928/06/27 00:00:00+00,1970/01/01 00:00:00+00,14,,,293.37985229,,1,00000000
1281,1999,CA,CDF,BTU,MUSTY,00008600,1999/08/23 00:00:00+00,1970/01/01 00:00:00+00,1,,,16757.04882813,,1,00000000
1282,1999,CA,CDF,BTU,SOUTH,00008200,1999/08/23 00:00:00+00,1970/01/01 00:00:00+00,1,,,1571.95800781,,1,00000000
1283,1970,CA,CCO,LAC, ,00000000,1970/08/08 00:00:00+00,1970/01/01 00:00:00+00,14,,,1.81320691,,1,00000000
1284,1943,CA,CCO,LAC,PEDRO FIRE NO. 48,00000000,1943/06/15 00:00:00+00,1970/01/01 00:00:00+00,14,,,374.02459717,,1,00000000
1285,1943,CA,CCO,LAC,NICHOLS CYN,00000000,1943/01/06 00:00:00+00,1970/01/01 00:00:00+00,14,,,5.96097803,,1,00000000
1286,1943,CA,CCO,LAC,EVENS FIRE,00000000,1943/08/13 00:00:00+00,1970/01/01 00:00:00+00,14,,,571.0279541,,1,00000000
1287,1915,CA,USF,LPF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,115.3588028,,1,00000213
1288,1914,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,18754.99023438,,1,00000005
1289,1914,CA,USF,MDF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1,,,22.56876945,,1,00000013
1290,1914,CA,USF,MDF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1,,,76.33097076,,1,00000033
1291,1914,CA,USF,MDF,JUNIPER SP.,00000000,1914/09/26 00:00:00+00,1970/01/01 00:00:00+00,1,,,12.50794125,,1,00000049
1292,1914,CA,USF,MDF,MT.BIDWELL2,00000000,1914/08/14 00:00:00+00,1970/01/01 00:00:00+00,9,,,35.08163452,,1,00000039
1293,1914,CA,USF,MDF,MT.BIDWELL1,00000000,1914/08/10 00:00:00+00,1970/01/01 00:00:00+00,9,,,19.08558083,,1,00000038
1294,1914,CA,USF,MDF,DRY CR. BASI,00000000,1914/09/28 00:00:00+00,1970/01/01 00:00:00+00,9,,,1.12225175,,1,00000048
1295,1914,CA,USF,SRF,N/A,00000000,1914/03/20 00:00:00+00,1970/01/01 00:00:00+00,4,,,29.86984062,,1,00000014
1296,1914,CA,USF,SRF,N/A,00000000,1914/07/04 00:00:00+00,1970/01/01 00:00:00+00,4,,,4.97834158,,1,00000019
1297,1914,CA,USF,SRF,IKES CREEK,00000000,1914/08/25 00:00:00+00,1970/01/01 00:00:00+00,8,,,3.98314404,,1,00200030
1298,1914,CA,USF,SRF, ,00000000,1914/07/22 00:00:00+00,1970/01/01 00:00:00+00,9,,,9.95779896,,1,00301014
1299,1914,CA,USF,SRF, ,00000000,1914/11/10 00:00:00+00,1970/01/01 00:00:00+00,14,,,24.8940258,,1,00301016
1300,1914,CA,USF,SRF, ,00000000,1914/08/14 00:00:00+00,1970/01/01 00:00:00+00,14,,,14.93664932,,1,00400734
1301,1914,CA,USF,SRF, ,00000000,1914/11/22 00:00:00+00,1970/01/01 00:00:00+00,14,,,8.96216488,,1,00400771
1302,1914,CA,USF,SRF, ,00000000,1914/11/22 00:00:00+00,1970/01/01 00:00:00+00,14,,,6.97059107,,1,00400772
1303,1915,CA,USF,KNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,1141.90319824,,1,00000187
1304,1915,CA,USF,KNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,120.75666046,,1,00000189
1305,1915,CA,USF,KNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,222.38783264,,1,00000205
1306,1915,CA,USF,SQF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,16.71816635,,1,00000015
1307,1915,CA,USF,SQF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,20.28824043,,1,00000036
1308,1915,CA,USF,SQF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,270.44607544,,1,00000032
1309,1935,CA,USF,BDF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,72.15097809,,1,00000000
1310,1935,CA,USF,BDF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,180.78912354,,1,00000000
1311,1935,CA,USF,ENF,FALLEN LEAF,00000000,1935/07/23 00:00:00+00,1970/01/01 00:00:00+00,9,,,78.45207214,,1,000023LV
1312,1935,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,2273.43139648,,1,00000716
1313,1953,CA,USF,KNF,WHITES GULCH,00000000,1953/07/31 00:00:00+00,1970/01/01 00:00:00+00,1,,,32.20969772,,1,00000024
1314,1953,CA,USF,KNF,MAJESTIC,00000000,1953/08/10 00:00:00+00,1970/01/01 00:00:00+00,9,,,44.08418274,,1,00000067
1315,1922,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,329.21850586,,1,00000010
1316,1922,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,116.25246429,,1,00000035
1317,1922,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,4741.83740234,,1,00000631
1318,1922,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,5991.51318359,,1,00000625
1319,1922,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1,,,879.40093994,,1,00000548
1320,1922,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,607.53881836,,1,00000578
1321,1922,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,108.0058136,,1,00000641
1322,1922,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,158.72167969,,1,00000587
1323,1922,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,339.19711304,,1,00000541
1324,1922,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,458.92443848,,1,00000637
1325,1974,CA,USF,TOI, ,00000000,1974/08/29 00:00:00+00,1970/01/01 00:00:00+00,1,,,487.60992432,,1,00000133
1326,1974,CA,USF,TOI, ,00000000,1974/07/26 00:00:00+00,1970/01/01 00:00:00+00,1,,,9.38660717,,1,00000069
1327,1974,CA,USF,TOI, ,00000000,1974/07/26 00:00:00+00,1970/01/01 00:00:00+00,1,,,661.7769165,,1,00000069
1328,1974,CA,USF,TOI, ,00000000,1974/07/07 00:00:00+00,1970/01/01 00:00:00+00,3,,,2112.23120117,,1,00000042
1329,1974,CA,USF,TOI, ,00000000,1974/09/10 00:00:00+00,1970/01/01 00:00:00+00,2,,,22.20297623,,1,00000145
1330,1974,CA,USF,TOI, ,00000000,1974/08/29 00:00:00+00,1970/01/01 00:00:00+00,1,,,108.22846985,,1,00000133
1331,1974,CA,USF,MDF,BEAVER,00000000,1974/09/23 00:00:00+00,1974/09/26 00:00:00+00,2,,,1062.06750488,7,1,00000144
1332,1974,CA,USF,MDF,DRENCH,00000000,1974/08/29 00:00:00+00,1974/08/29 00:00:00+00,1,,41,27.80007553,8,1,00000126
1333,1974,CA,USF,MDF,LITTLE,00000000,1974/08/11 00:00:00+00,1970/01/01 00:00:00+00,1,,,9.31602097,,1,00000121
1334,1974,CA,CCO,MRN,MARINWOOD,00000227,1974/07/21 00:00:00+00,1970/01/01 00:00:00+00,14,,,423.15643311,,1,00000074
1335,1975,CA,CDF,MMU,THREE BUTTES,00000000,1975/06/27 00:00:00+00,1970/01/01 00:00:00+00,14,,,588.69110107,,1,00000087
1336,1975,CA,CDF,SCU,W.P.R.R. #3,00000000,1975/05/20 00:00:00+00,1970/01/01 00:00:00+00,14,,,894.94213867,,1,00000035
1337,1975,CA,CDF,TUU,BOYDE'S GRADE,00000000,1975/06/11 00:00:00+00,1970/01/01 00:00:00+00,14,,,601.71746826,,1,00000081
1338,1928,CA,USF,SQF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,1878.68103027,,1,00000014
1339,1928,CA,USF,SQF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1,,,1952.04406738,,1,00000016
1340,1928,CA,USF,SQF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,11992.73535156,,1,00000047
1341,1928,CA,USF,SQF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,1319.83398438,,1,00000027
1342,1928,CA,USF,SQF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,3191.86401367,,1,00000023
1343,1928,CA,USF,SQF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,2825.27587891,,1,00000053
1344,1928,CA,USF,SQF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,22144.30664063,,1,00000059
1345,1928,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,103.41799927,,1,00000090
1346,1928,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,70.55234528,,1,00000100
1347,1928,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,128.80914307,,1,00000098
1348,1928,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,837.67388916,,1,00000085
1349,1928,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,662.95172119,,1,00000037
1350,1928,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,28.66568565,,1,00000108
1351,1924,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,1937.32592773,,1,00000029
1352,1924,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1,,,291.97341919,,1,00000079
1353,1924,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1,,,376.4753418,,1,00000080
1354,1924,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,268.07104492,,1,00000049
1355,1924,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,489.99359131,,1,00000038
1356,1924,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1,,,141.39730835,,1,00000131
1357,1924,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1,,,1435.1907959,,1,00000098
1358,1924,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1,,,160.19226074,,1,00000127
1359,1924,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1,,,577.78485107,,1,00000088
1360,1924,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1,,,200.75349426,,1,00000062
1361,1924,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,482.53613281,,1,00000728
1362,1924,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,11278.40234375,,1,00000672
1363,1924,CA,USF,SHF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,131.41307068,,1,00000517
1364,1932,CA,USF,SQF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1,,,13.42238235,,1,00000003
1365,1932,CA,USF,SQF,UNKNOWN,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,179.7,179.26075745,,1,00000018
1366,1932,CA,USF,SQF,UNKNOWN,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,1022.26,1022.26727295,,1,00000024
1367,1932,CA,USF,MDF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,275.37701416,,1,00000034
1368,1932,CA,USF,MDF,BUCK SPRING,00000000,1932/09/11 00:00:00+00,1970/01/01 00:00:00+00,9,,,28.40006447,,1,00000041
1369,1932,CA,USF,SRF,N/A,00000000,1932/08/01 00:00:00+00,1970/01/01 00:00:00+00,1,,,4.97819281,,1,00000167
1370,1932,CA,USF,SRF,N/A,00000000,1932/08/15 00:00:00+00,1970/01/01 00:00:00+00,9,,,4.97832537,,1,00000169
1371,1945,CA,CDF,TGU,TAYLOR,00000000,1945/10/03 00:00:00+00,1970/01/01 00:00:00+00,14,,,320.12744141,,1,00000228
1372,1945,CA,CDF,TGU,BISHOP,00000000,1945/09/29 00:00:00+00,1970/01/01 00:00:00+00,14,,,1148.42932129,,1,00000220
1373,1945,CA,CDF,TGU,WELLS CREEK,00000000,1945/09/18 00:00:00+00,1970/01/01 00:00:00+00,14,,,475.82998657,,1,00000202
1374,1945,CA,CDF,TGU,BOSWORTH,00000000,1945/10/22 00:00:00+00,1970/01/01 00:00:00+00,14,,,945.09533691,,1,00000242
1375,1945,CA,CDF,TGU,SPENCER,00000000,1945/09/15 00:00:00+00,1970/01/01 00:00:00+00,14,,,899.9140625,,1,00000192
1376,1945,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,30.82020569,,1,00000083
1377,1945,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,2364.15185547,,1,00000094
1378,1945,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,489.65029907,,1,00000091
1379,1945,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,935.65264893,,1,00000087
1380,1945,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,708.20697021,,1,00000089
1381,1945,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,119.72618103,,1,00000082
1382,1945,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,1021.99169922,,1,00000088
1383,1945,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,6292.88427734,,1,00000095
1384,1945,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,2139.9074707,,1,00000086
1385,1945,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9,,,9845.15234375,,1,00000084
1386,1945,CA,USF,CNF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,2180.27856445,,1,00000008
1387,1945,NV,USF,TOI, ,00000000,1945/08/03 00:00:00+00,1970/01/01 00:00:00+00,6,,,1537.89013672,,1,00000000
1388,1945,CA,CDF,MEU,BRUSHY MT.,00000000,1945/09/03 00:00:00+00,1970/01/01 00:00:00+00,14,,,2552.98339844,,1,00000134
1389,1949,CA,USF,BDF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,141.25108337,,1,00000000
1390,1949,CA,USF,BDF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,84.18460083,,1,00000000
1391,1949,CA,USF,BDF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,7023.578125,,1,00000000
1392,1949,CA,USF,BDF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,378.04342651,,1,00000000
1393,1949,CA,USF,BDF, ,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,90.64383698,,1,00000000
1394,1952,CA,CDF,HUU,CUNNINGHAM & QUIGLEY,00000000,1952/10/08 00:00:00+00,1970/01/01 00:00:00+00,14,,,701.29278564,,1,00000126
1395,1952,CA,CDF,MEU,D.L. MACFARLANE #2,00000000,1952/08/31 00:00:00+00,1970/01/01 00:00:00+00,14,,,879.07385254,,1,00000176
1396,1952,CA,CDF,NEU,DENIZ,00000000,1952/09/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,297.93917847,,1,00000064
1397,1923,CA,USF,SRF, ,00000000,1923/09/06 00:00:00+00,1970/01/01 00:00:00+00,14,,,398.31939697,,1,00400744
1398,1923,CA,USF,SRF, ,00000000,1923/09/02 00:00:00+00,1970/01/01 00:00:00+00,14,,,15.93243885,,1,00400756
1399,1923,CA,USF,SRF, ,00000000,1923/08/31 00:00:00+00,1970/01/01 00:00:00+00,14,,,6.97072601,,1,00400757
1400,1923,CA,USF,SRF, ,00000000,1923/03/26 00:00:00+00,1970/01/01 00:00:00+00,14,,,29.87319946,,1,00400829
